"NPL pack ID";"Nordic"
"20020115100048";"040160"
"20020125100915";"015504"
"20020125100922";"015746"
"20020125100953";"015662"
"20020205100019";"009679"
"20020206100421";"006637"
"20020206100445";"025242"
"20020206100476";"006579"
"20020206100506";"077205"
"20020208100382";"008690"
"20020208100467";"008636"
"20020208100603";"061573"
"20020208100658";"061561"
"20020219100012";"054056"
"20020219100029";"077206"
"20020220100018";"009637"
"20020220100025";"009805"
"20020222100016";"004889"
"20020227100011";"009541"
"20020228100041";"125688"
"20020228100058";"473968"
"20020228100065";"180419"
"20020308100077";"010706"
"20020308100084";"007275"
"20020308100428";"579507"
"20020308100640";"172631"
"20020308100695";"045163"
"20020308100794";"443339"
"20020318100012";"004120"
"20020318100029";"004141"
"20020318100036";"004157"
"20020318100043";"004163"
"20020319100134";"010155"
"20020319100158";"010192"
"20020319100189";"010282"
"20020319100219";"010886"
"20020322100022";"004947"
"20020322100404";"007889"
"20020322100411";"564115"
"20020405100017";"010360"
"20020419100140";"135840"
"20020419100164";"055460"
"20020419100171";"055469"
"20020419100874";"011067"
"20020429100017";"007991"
"20020503100278";"040706"
"20020503100285";"040718"
"20020503100568";"040075"
"20020503100827";"176341"
"20020503100865";"176562"
"20020503101107";"010182"
"20020513100039";"063124"
"20020513100053";"063133"
"20020515100051";"010323"
"20020515100082";"010312"
