"NPL pack ID";"Nordic"
"20041222100875";"022523"
"20041222101087";"012691"
"20041229100052";"023958"
"20041229100182";"018940"
"20041229100212";"019009"
"20041229100229";"018998"
"20041229100236";"018910"
"20041229100250";"018926"
"20041229100267";"018882"
"20050107100022";"052078"
"20050107100039";"187011"
"20050107100077";"543267"
"20050107100084";"060077"
"20050107100091";"052060"
"20050107100121";"060086"
"20050107100138";"052114"
"20050107100176";"052123"
"20050107100220";"052096"
"20050107100367";"052141"
"20050107100442";"060096"
"20050112100413";"024306"
"20050112100437";"038951"
"20050112100468";"020325"
"20050112100475";"017466"
"20050112100482";"017374"
"20050113100047";"025306"
"20050114100053";"099249"
"20050114100077";"099260"
"20050118100158";"021003"
"20050118100165";"021104"
"20050126100010";"137908"
"20050126100027";"137897"
"20050201100034";"024635"
"20050201100096";"024541"
"20050201100126";"024517"
"20050207100038";"023716"
"20050207100052";"023710"
"20050207100113";"023650"
"20050214100014";"020819"
"20050215100013";"018360"
"20050215100020";"018369"
"20050215100037";"018347"
"20050215100075";"022141"
"20050215100082";"022058"
"20050215100099";"022075"
"20050215100105";"022097"
"20050218100027";"019159"
"20050221100328";"020819"
"20050223100012";"067787"
"20050223100029";"067796"
"20050223100036";"067805"
"20050223100043";"067814"
"20050223100067";"095906"
"20050228100710";"025157"
"20050228100741";"025144"
"20050228100819";"025166"
"20050228101632";"009794"
"20050311100245";"025107"
"20050316101032";"032533"
"20050321100013";"023968"
"20050321100037";"023830"
"20050321100075";"023896"
"20050321100082";"023907"
"20050322100081";"085515"
"20050322100142";"085505"
"20050322100333";"067115"
"20050323100110";"067278"
"20050324100010";"021952"
"20050324100027";"021784"
"20050328100016";"021241"
"20050328100023";"021165"
"20050328100030";"021176"
"20050330100028";"177557"
"20050330100042";"183393"
"20050330100059";"418280"
"20050330100073";"040679"
"20050401100315";"018780"
"20050401100322";"018756"
"20050407100067";"023852"
"20050407100074";"023940"
"20050413100051";"023661"
"20050413100068";"023685"
"20050413100075";"023703"
"20050420100587";"074361"
"20050420100624";"074370"
"20050420100655";"074379"
"20050420100693";"074388"
"20050420100709";"021897"
"20050421100210";"024882"
"20050421100234";"580308"
"20050421100241";"041942"
"20050421100258";"041951"
"20050426100581";"144684"
"20050426100604";"160712"
"20050428100046";"025556"
"20050428100053";"024081"
"20050428100060";"025301"
"20050502100948";"024416"
"20050503100039";"092369"
"20050503100046";"092360"
"20050503100060";"092378"
"20050509100026";"024260"
"20050509100088";"108372"
"20050509100095";"024442"
"20050509100125";"024458"
"20050511100076";"016902"
"20050512100020";"030406"
"20050512100068";"030415"
"20050512100082";"030424"
"20050512100129";"016902"
"20050513100029";"023520"
"20050517100018";"024056"
"20050518100727";"064650"
"20050518100734";"064660"
"20050518100833";"064623"
"20050518100857";"064614"
"20050518100918";"064632"
"20050518100956";"064641"
"20050519100719";"023949"
"20050519100795";"023993"
"20050519101211";"023668"
"20050519101235";"190636"
"20050520100050";"022248"
"20050523100026";"022500"
"20050525100437";"416519"
"20050525100505";"043816"
"20050526100115";"050904"
"20050602100053";"023738"
"20050602100077";"023641"
"20050602100084";"023649"
"20050607100041";"025190"
"20050609100063";"031540"
"20050610100397";"025567"
"20050610100410";"024191"
"20050610100434";"024175"
"20050610100465";"025539"
"20050610100496";"024194"
"20050610100502";"025550"
"20050610100700";"035115"
"20050610100762";"034743"
"20050610100793";"034752"
"20050610100854";"034761"
"20050610100885";"034770"
"20050614100157";"022516"
"20050614100164";"022527"
"20050614100171";"022522"
"20050614100539";"448252"
"20050614100553";"117289"
"20050614100720";"033505"
"20050614100744";"024366"
"20050614100775";"024276"
"20050615100217";"033533"
"20050615100224";"033542"
"20050615100231";"033524"
"20050620101087";"022133"
"20050620101131";"022092"
"20050622100101";"025226"
"20050622100125";"025204"
"20050622100224";"016384"
"20050623100018";"016612"
"20050628100068";"015182"
"20050701100077";"127040"
"20050701100091";"127062"
"20050701100107";"127051"
"20050718100299";"115051"
"20050718100305";"021791"
"20050718100312";"021615"
"20050718100329";"115062"
"20050718100541";"085132"
"20050718100688";"085160"
"20050718101074";"085105"
"20050718101098";"085141"
"20050718101104";"496320"
"20050718101135";"048241"
"20050718101142";"050702"
"20050718101159";"085123"
"20050719100168";"020938"
"20050719100199";"020938"
"20050720100102";"161563"
"20050720100157";"161574"
"20050720100171";"161585"
"20050720100317";"161597"
"20050720100324";"161608"
"20050720100379";"161619"
"20050720100447";"161630"
"20050720100522";"161641"
"20050720100645";"161652"
"20050720100850";"019811"
"20050720100874";"019800"
"20050720100911";"019833"
"20050720100928";"019822"
"20050720100935";"019849"
"20050720100966";"019857"
"20050720100980";"019882"
"20050720100997";"019868"
"20050720101017";"019904"
"20050721100125";"063051"
"20050721100132";"063060"
"20050721100248";"025546"
"20050721100323";"025557"
"20050721100361";"025568"
"20050721100453";"025579"
"20050722100018";"514090"
"20050722100025";"373234"
"20050722100032";"440652"
"20050804100011";"014129"
"20050805100188";"023930"
"20050805100195";"023946"
"20050809100153";"056387"
"20050809100252";"056396"
"20050809100313";"132119"
"20050811100127";"021942"
"20050816100078";"031842"
"20050816100092";"031851"
"20050816100184";"031860"
"20050816100825";"099271"
"20050823100016";"019964"
"20050823100023";"020176"
"20050823100061";"124870"
"20050823100078";"573177"
"20050824100176";"004074"
"20050826100129";"040823"
"20050829100034";"027550"
"20050829100058";"027568"
"20050909100152";"022248"
"20050909100176";"477393"
"20050909100206";"473700"
"20050912100040";"493540"
"20050912100064";"133875"
"20050912100071";"133864"
"20050912100101";"450953"
"20050912100132";"141428"
"20050913100049";"053043"
"20050921100048";"025232"
"20050921100062";"025243"
"20050921100093";"023919"
"20050921100109";"024058"
"20050921100116";"024047"
"20050922100030";"512920"
"20050922100047";"086451"
"20050926100012";"018347"
"20050926100029";"018369"
"20050926100074";"437109"
"20050926100098";"169044"
"20050926100128";"479603"
"20050928100034";"006426"
"20050928100041";"006647"
"20050929100088";"024053"
"20050929100095";"163445"
"20050929100118";"049696"
"20050929100132";"024040"
"20050929100149";"395781"
"20050930100046";"023989"
"20050930100053";"023582"
"20051004100054";"024188"
"20051006100021";"023175"
"20051007100655";"069596"
"20051007100679";"164573"
"20051007100686";"164584"
"20051007100709";"164595"
"20051012100176";"025464"
"20051012100183";"025511"
"20051012100190";"025475"
"20051012100206";"025533"
"20051012100213";"025310"
"20051013100076";"011695"
"20051018100057";"021965"
"20051018100064";"021987"
"20051021100037";"041687"
"20051021100044";"041705"
"20051027100147";"046869"
"20051027100154";"046815"
"20051027100253";"046842"
"20051027100307";"024160"
"20051101100247";"045678"
"20051101100285";"045687"
"20051101100315";"045696"
"20051101100353";"045705"
"20051102100062";"019964"
"20051102100079";"020176"
"20051115100011";"021026"
"20051115100028";"021037"
"20051118100025";"041696"
"20051118100049";"024144"
"20051118100063";"024033"
"20051118100087";"023926"
"20051118100094";"023902"
"20051121100029";"024076"
"20051121100043";"024108"
"20051121100050";"023584"
"20051121100067";"023573"
"20051121100074";"023551"
"20051121100081";"023567"
"20051122100042";"027732"
"20051122100059";"027723"
"20051122100066";"023340"
"20051122100073";"027750"
"20051122100080";"027741"
"20051124100132";"040905"
"20051124100156";"025468"
"20051130100133";"025063"
"20051130100140";"025057"
"20051130100157";"025068"
"20051130100164";"025079"
"20051130100171";"024859"
"20051130100188";"024815"
"20051130100195";"024839"
"20051206100067";"025059"
"20051207100219";"028933"
"20051207100226";"028942"
"20051207100233";"028952"
"20051207100240";"028961"
"20051208100065";"077078"
"20051208100102";"069224"
"20051208100164";"069233"
"20051208100201";"069242"
"20051208100300";"069251"
"20051208100348";"040723"
"20051219100047";"051868"
"20051220100708";"024245"
"20051223100033";"073923"
"20051223100064";"073933"
"20051223100071";"131673"
"20051230100019";"046605"
"20051230100026";"046614"
"20051230100033";"046624"
"20060111100567";"049942"
"20060112100504";"026659"
"20060112100511";"026668"
"20060114100090";"023973"
"20060114100106";"023963"
"20060116100371";"464014"
"20060116100388";"462302"
"20060116100395";"121304"
"20060116100401";"520546"
"20060117100080";"026986"
"20060117100127";"027295"
"20060117100165";"027240"
"20060117100202";"027022"
"20060117100240";"027049"
"20060123100029";"025277"
"20060123100043";"025293"
"20060124100080";"549500"
"20060124100127";"462009"
"20060124100769";"162819"
"20060124100806";"162830"
"20060124101391";"510259"
"20060127100025";"015348"
"20060127100032";"015348"
"20060201100125";"099266"
"20060201100163";"099276"
"20060201100590";"030605"
"20060206100090";"067960"
"20060210100123";"023935"
"20060210100130";"023941"
"20060215100098";"057906"
"20060215100128";"057915"
"20060217100010";"033751"
"20060222100050";"039787"
"20060222100098";"039778"
"20060225100026";"061618"
"20060225100033";"061629"
"20060225100040";"021418"
"20060302100550";"060523"
"20060302100581";"060532"
"20060303100092";"060614"
"20060306100013";"060678"
"20060308100035";"047596"
"20060308100042";"047578"
"20060310100016";"089350"
"20060310100023";"089360"
"20060310100030";"106973"
"20060313100105";"023745"
"20060313100150";"023756"
"20060313100181";"050701"
"20060313100228";"023767"
"20060316100027";"030878"
"20060316100034";"038052"
"20060316100041";"038061"
"20060324100071";"016757"
"20060328100015";"024297"
"20060328100022";"050097"
"20060330100034";"473149"
"20060330100041";"157551"
"20060330100058";"020854"
"20060330100065";"377340"
"20060330100089";"466687"
"20060405100235";"083632"
"20060405100327";"083650"
"20060405100709";"056624"
"20060405100730";"481268"
"20060410100053";"061951"
"20060410100077";"024268"
"20060410100084";"024279"
"20060411100038";"091396"
"20060411100205";"457305"
"20060412100051";"148895"
"20060418100024";"053960"
"20060418100031";"053950"
"20060421100226";"060114"
"20060421100233";"417621"
"20060421100264";"060123"
"20060421100271";"404208"
"20060421100301";"060132"
"20060421100318";"440698"
"20060421100349";"060141"
"20060421100387";"073451"
"20060421100394";"088851"
"20060421100424";"073461"
"20060421100431";"088860"
"20060421100462";"073470"
"20060421100479";"088869"
"20060421100509";"073479"
"20060421100516";"088878"
"20060424100131";"025463"
"20060424100179";"053950"
"20060424100186";"053960"
"20060424100223";"026194"
"20060424100230";"015171"
"20060504100075";"198287"
"20060504100143";"411311"
"20060504100228";"020290"
"20060504100334";"067759"
"20060504100389";"097461"
"20060504100679";"113303"
"20060504100792";"097488"
"20060504100914";"097506"
"20060504101034";"097515"
"20060509100018";"044823"
"20060509100025";"044832"
"20060509100032";"044814"
"20060512100043";"061277"
"20060516100094";"061815"
"20060522100019";"022248"
"20060522100071";"054369"
"20060523100018";"022248"
"20060523100100";"084168"
"20060523100117";"084351"
"20060523100131";"084360"
"20060523100148";"084369"
"20060524100055";"091015"
"20060524100086";"390020"
"20060524100154";"164672"
"20060524100178";"091034"
"20060524100215";"091043"
"20060524100277";"164683"
"20060524100291";"090997"
"20060524100338";"091006"
"20060529100012";"042223"
"20060529100029";"042214"
"20060530100209";"074042"
"20060530100247";"074051"
"20060530100285";"074060"
"20060530100322";"074069"
"20060530100360";"074078"
"20060530100407";"074087"
"20060530100476";"037551"
"20060530100483";"037560"
"20060601100022";"054660"
"20060601100060";"054669"
"20060601100145";"054678"
"20060601100183";"054687"
"20060602100038";"089251"
"20060602100328";"169407"
"20060602100472";"169429"
"20060602100526";"169451"
"20060602100670";"169473"
"20060602101073";"110571"
"20060602101738";"477577"
"20060602101776";"091276"
"20060602101875";"405141"
"20060602101936";"555661"
"20060602101974";"074953"
"20060602102070";"505095"
"20060602102315";"076496"
"20060602102346";"430634"
"20060608100063";"032836"
"20060608100070";"140153"
"20060608100094";"051801"
"20060608100117";"028347"
"20060608100209";"429933"
"20060608100247";"140242"
"20060608100254";"535439"
"20060613100423";"068579"
"20060613100584";"068588"
"20060614100125";"163324"
"20060614100132";"027476"
"20060614100163";"051790"
"20060615100063";"107163"
"20060615100254";"107186"
"20060615100353";"098722"
"20060615100384";"098732"
"20060619100014";"026204"
"20060619100021";"026213"
"20060620100065";"145259"
"20060620100119";"467953"
"20060620100201";"429934"
"20060620100225";"037533"
"20060620100232";"037542"
"20060621100026";"060196"
"20060621100040";"021991"
"20060621100088";"037533"
"20060621100095";"037542"
"20060621100101";"037551"
"20060621100118";"037560"
"20060626100090";"070305"
"20060626100137";"070314"
"20060626100182";"070323"
"20060626100212";"070332"
"20060627100730";"065988"
"20060627100747";"065997"
"20060627100761";"066015"
"20060627100778";"066033"
"20060627100822";"065978"
"20060627100860";"018347"
"20060627100877";"018369"
"20060627100884";"037642"
"20060627100891";"037651"
"20060627100907";"053950"
"20060627100914";"053960"
"20060627100921";"028060"
"20060627100938";"028069"
"20060627100945";"028078"
"20060627100952";"028087"
"20060629100264";"065933"
"20060629100325";"086625"
"20060629100400";"065915"
"20060629100462";"086634"
"20060704100035";"055818"
"20060704100042";"539084"
"20060704100080";"532805"
"20060704100097";"422443"
"20060704100141";"044079"
"20060705100072";"108174"
"20060705100089";"108185"
"20060705100690";"074298"
"20060705100751";"074309"
"20060705100829";"074331"
"20060705100881";"074320"
"20060706100446";"045669"
"20060706100453";"045660"
"20060706100484";"045669"
"20060706100491";"045660"
"20060706100507";"065707"
"20060706100514";"065695"
"20060706100606";"167785"
"20060706100668";"167796"
"20060706100736";"424089"
"20060706100804";"167818"
"20060706100835";"167829"
"20060706100873";"167840"
"20060706100958";"547764"
"20060706100965";"383068"
"20060706101009";"026258"
"20060706101016";"026267"
"20060707100124";"110260"
"20060707100179";"076628"
"20060707100247";"110287"
"20060707100315";"110306"
"20060707100384";"110324"
"20060707100452";"110342"
"20060707100568";"110360"
"20060707100575";"110369"
"20060707100582";"110378"
"20060707100599";"110388"
"20060707100667";"045660"
"20060707100674";"045669"
"20060710100289";"023997"
"20060710100296";"024008"
"20060712100164";"063375"
"20060712100195";"449395"
"20060712100522";"470332"
"20060712100553";"556918"
"20060714100414";"024838"
"20060714100438";"024852"
"20060714100445";"024871"
"20060714100452";"024849"
"20060714100469";"024860"
"20060715100024";"095652"
"20060715100031";"095662"
"20060715100079";"095671"
"20060715100086";"095680"
"20060715100109";"095689"
"20060715100147";"095698"
"20060715100178";"095716"
"20060715100208";"095707"
"20060715100215";"095725"
"20060715100437";"079597"
"20060718100120";"394139"
"20060719100013";"030503"
"20060719100020";"030514"
"20060719100051";"030468"
"20060719100105";"030525"
"20060719100129";"030480"
"20060719100143";"030491"
"20060720100118";"058045"
"20060720100354";"058079"
"20060720100408";"058101"
"20060720100989";"039283"
"20060720101030";"039272"
"20060720101092";"039294"
"20060724100015";"063896"
"20060731100015";"063570"
"20060802100012";"022613"
"20060802100029";"022448"
"20060802100180";"063042"
"20060803100165";"042024"
"20060803100172";"042042"
"20060803100189";"042061"
"20060804100157";"101518"
"20060808100283";"126029"
"20060808100290";"065141"
"20060809100091";"075387"
"20060809100114";"075396"
"20060810100950";"096142"
"20060810100981";"096133"
"20060810101070";"093033"
"20060810101100";"010285"
"20060810101704";"112204"
"20060810101865";"112213"
"20060810101933";"156195"
"20060810101957";"374672"
"20060810101988";"098469"
"20060810102008";"140709"
"20060810102022";"039395"
"20060810102039";"516972"
"20060810102046";"571158"
"20060810102053";"142266"
"20060811100065";"115663"
"20060811100072";"115674"
"20060814100307";"473191"
"20060814100369";"398076"
"20060814100406";"377989"
"20060814100451";"031734"
"20060814100499";"564901"
"20060816101524";"038507"
"20060816101531";"038516"
"20060816101548";"038525"
"20060816101555";"038534"
"20060816101562";"038543"
"20060816101579";"038552"
"20060817100533";"114440"
"20060817100748";"100372"
"20060817100793";"054147"
"20060821100208";"069330"
"20060821100314";"497286"
"20060821100376";"116209"
"20060821100482";"513133"
"20060821100536";"151697"
"20060822100511";"519395"
"20060822100566";"543238"
"20060822100627";"382156"
"20060822100672";"133896"
"20060822100801";"449219"
"20060822100818";"417874"
"20060822100955";"530418"
"20060829100132";"054996"
"20060829100149";"056961"
"20060829100163";"068660"
"20060830100145";"045623"
"20060830100152";"045632"
"20060830100183";"053307"
"20060831100014";"045623"
"20060831100021";"045632"
"20060831100038";"045623"
"20060831100045";"045632"
"20060831100052";"026167"
"20060831100069";"026185"
"20060905100025";"155017"
"20060905100032";"155029"
"20060905100049";"155040"
"20060905100063";"155063"
"20060905100087";"155086"
"20060905100094";"045241"
"20060905100100";"045230"
"20060907100061";"063615"
"20060907100078";"063624"
"20060907100085";"090388"
"20060907100092";"090400"
"20060907100108";"090411"
"20060911100101";"112632"
"20060911100125";"112641"
"20060912100148";"059633"
"20060912100469";"127240"
"20060912100537";"127251"
"20060912100735";"127262"
"20060913100055";"060687"
"20060913100062";"060696"
"20060913100093";"060623"
"20060913100109";"060633"
"20060918100029";"020819"
"20060918100043";"109433"
"20060919100066";"048028"
"20060919100141";"141388"
"20060919100158";"042469"
"20060919100295";"164256"
"20060919100301";"042396"
"20060919100325";"165859"
"20060919100332";"042305"
"20060919100370";"188852"
"20060919100387";"042615"
"20060919100455";"042669"
"20060919100530";"530828"
"20060919100592";"532307"
"20060919100608";"042696"
"20061005100335";"056751"
"20061005100366";"450799"
"20061005100397";"588643"
"20061005100427";"078880"
"20061012100373";"069279"
"20061013100051";"070642"
"20061013100075";"056414"
"20061018100056";"056970"
"20061020100013";"055997"
"20061025100353";"063406"
"20061025101305";"059133"
"20061027100030";"123953"
"20061027100085";"500654"
"20061027100108";"088411"
"20061027100146";"123920"
"20061027100191";"147993"
"20061027100221";"389448"
"20061027100245";"076933"
"20061031100088";"038996"
"20061106100043";"025976"
"20061108100102";"128709"
"20061108100171";"128687"
"20061108100249";"128720"
"20061108100263";"128698"
"20061110100039";"052223"
"20061110100046";"052205"
"20061110100053";"052214"
"20061110100060";"052251"
"20061110100077";"052232"
"20061110100084";"052242"
"20061110100091";"052278"
"20061110100107";"052260"
"20061110100114";"052269"
"20061115100058";"101479"
"20061115100072";"102896"
"20061115100164";"102869"
"20061115100188";"101452"
"20061115100201";"102878"
"20061115100294";"111024"
"20061115100416";"111142"
"20061115100485";"111215"
"20061115100560";"111288"
"20061115100645";"111361"
"20061120100524";"068124"
"20061121100356";"137143"
"20061121100363";"137087"
"20061128100038";"067450"
"20061128100083";"067495"
"20061128100335";"089551"
"20061128100380";"089596"
"20061128100632";"089742"
"20061128100687";"089787"
"20061128101264";"080778"
"20061128101271";"080787"
"20061129100365";"096670"
"20061129100389";"096260"
"20061129100402";"096679"
"20061130100071";"091243"
"20061130100125";"091252"
"20061130100378";"091261"
"20061130100415";"091270"
"20061130100675";"091279"
"20061130100811";"091288"
"20061204100150";"138784"
"20061208100088";"010168"
"20061208100491";"061324"
"20061208100538";"046132"
"20061213100097";"106051"
"20061213100110";"102159"
"20061213100202";"102187"
"20061214100027";"045352"
"20061214100034";"045361"
"20061216100018";"016221"
"20061218100054";"010168"
"20061218100283";"082387"
"20061218100290";"082378"
"20061219100244";"059687"
"20061219100251";"061369"
"20061220100073";"025123"
"20061220100134";"025151"
"20061220100264";"025162"
"20061220101612";"431328"
"20061220101650";"143703"
"20061220101735";"419738"
"20061221100812";"115553"
"20061221100966";"115564"
"20070104100412";"024286"
"20070104100429";"099962"
"20070105100015";"064361"
"20070105100022";"064370"
"20070105100039";"064379"
"20070105100046";"064388"
"20070105100053";"048969"
"20070105100060";"048978"
"20070105100077";"048987"
"20070105100084";"048996"
"20070109100554";"077624"
"20070111100092";"114941"
"20070111100115";"114996"
"20070115100463";"134862"
"20070115100548";"089305"
"20070115100753";"089314"
"20070116100110";"114952"
"20070116100141";"114963"
"20070116100172";"114985"
"20070116100189";"442407"
"20070116100202";"582359"
"20070116100240";"115007"
"20070116100264";"115018"
"20070116100288";"115029"
"20070119100162";"110187"
"20070119100667";"125486"
"20070122100128";"132290"
"20070122100135";"537746"
"20070125100071";"123597"
"20070125100101";"123608"
"20070125100132";"123619"
"20070125100163";"123630"
"20070130100196";"069851"
"20070206100129";"125962"
"20070206100143";"125973"
"20070206100181";"159331"
"20070206100204";"595250"
"20070207100012";"087942"
"20070213100051";"017789"
"20070214100012";"159694"
"20070214100029";"159672"
"20070214100036";"159683"
"20070214100333";"050747"
"20070214100357";"050758"
"20070214100364";"050769"
"20070214100371";"050780"
"20070214101293";"082124"
"20070215100035";"017789"
"20070215100196";"191342"
"20070215100356";"107985"
"20070215100363";"547004"
"20070215100387";"151178"
"20070215100417";"399235"
"20070215100578";"108018"
"20070215100585";"171452"
"20070215100639";"079271"
"20070215100844";"107974"
"20070215100851";"108007"
"20070215100868";"056817"
"20070222100035";"553211"
"20070222100073";"430915"
"20070226100192";"086914"
"20070226100208";"086923"
"20070226100215";"086932"
"20070302100078";"572254"
"20070302100146";"459187"
"20070302100177";"087442"
"20070302100184";"042033"
"20070302100191";"042052"
"20070305100020";"022075"
"20070305100037";"022097"
"20070308100133";"421113"
"20070309100347";"034533"
"20070309100361";"182989"
"20070309100378";"040922"
"20070309100484";"001607"
"20070312100013";"018347"
"20070312100020";"018369"
"20070312100037";"022075"
"20070312100044";"022097"
"20070312100211";"560749"
"20070312100273";"564816"
"20070312100327";"411644"
"20070312100433";"577567"
"20070312100440";"469840"
"20070312100501";"484163"
"20070312100518";"150063"
"20070312100549";"418923"
"20070312100556";"510270"
"20070312100587";"428756"
"20070312100594";"558913"
"20070313100029";"029402"
"20070313100036";"079688"
"20070314100059";"147508"
"20070314100080";"147519"
"20070314100103";"147497"
"20070314100165";"145034"
"20070314100196";"147541"
"20070314100226";"147974"
"20070314100301";"147563"
"20070314100325";"147552"
"20070314100653";"100978"
"20070314100745";"100987"
"20070314100776";"100996"
"20070314100868";"101005"
"20070319100092";"152142"
"20070319100764";"008468"
"20070319100771";"458349"
"20070319100788";"458356"
"20070319100795";"458372"
"20070319100801";"458422"
"20070319100856";"135997"
"20070319100863";"136008"
"20070319100870";"136019"
"20070319100887";"136052"
"20070320100098";"146626"
"20070320100128";"425776"
"20070321100776";"028055"
"20070321100783";"196654"
"20070326100238";"087479"
"20070326100245";"087488"
"20070326100252";"087497"
"20070329100297";"084978"
"20070329100303";"084987"
"20070403100502";"153274"
"20070403100571";"109362"
"20070404100068";"029687"
"20070404100075";"029699"
"20070404100099";"029665"
"20070404100105";"029676"
"20070405100128";"598826"
"20070405100142";"499480"
"20070405100159";"477920"
"20070405100234";"122049"
"20070405100265";"473995"
"20070405100340";"443086"
"20070405100364";"193122"
"20070405100371";"035722"
"20070405100456";"151873"
"20070405100470";"455130"
"20070405100487";"409809"
"20070405100531";"195355"
"20070405100562";"085870"
"20070405100586";"497107"
"20070405100593";"076876"
"20070405100630";"085879"
"20070405100647";"497065"
"20070411100013";"021952"
"20070411100020";"021784"
"20070411100556";"086152"
"20070416101282";"070715"
"20070418100085";"082133"
"20070418100092";"082142"
"20070421100010";"077606"
"20070421100027";"077615"
"20070424100017";"051759"
"20070503100105";"004074"
"20070503100303";"092533"
"20070503100310";"092542"
"20070503100327";"092552"
"20070503100334";"092561"
"20070504100111";"460269"
"20070504100180";"472355"
"20070504100203";"178563"
"20070507100064";"497004"
"20070507100095";"045398"
"20070507100156";"084124"
"20070507100187";"045409"
"20070507100262";"027589"
"20070507100279";"027600"
"20070508101053";"056933"
"20070508101060";"080187"
"20070509100536";"061402"
"20070509100628";"061447"
"20070509100802";"061470"
"20070509101069";"129652"
"20070509101175";"129674"
"20070509101281";"129685"
"20070509101366";"129696"
"20070509101526";"092524"
"20070510100310";"097605"
"20070511100074";"093242"
"20070511100081";"093251"
"20070511100098";"093242"
"20070511100104";"093251"
"20070511100111";"051759"
"20070511100203";"052982"
"20070511100265";"194080"
"20070514100354";"154541"
"20070514100644";"106006"
"20070514100651";"106017"
"20070515100766";"101406"
"20070516100093";"058034"
"20070516100116";"058067"
"20070522100155";"131296"
"20070522100186";"131330"
"20070522100209";"131307"
"20070522100223";"033601"
"20070522100261";"036267"
"20070522100308";"131352"
"20070522100322";"131363"
"20070522100346";"033634"
"20070522100377";"036279"
"20070524100221";"092187"
"20070528100227";"501262"
"20070528100388";"120505"
"20070531100344";"165920"
"20070531100412";"165931"
"20070531100498";"165942"
"20070531100566";"165953"
"20070531100634";"165964"
"20070531100702";"165975"
"20070531100863";"143130"
"20070531100894";"143141"
"20070606100026";"085997"
"20070606100033";"086006"
"20070606100040";"086015"
"20070606100071";"088197"
"20070612100027";"562199"
"20070612100034";"562199"
"20070612100072";"023520"
"20070614100087";"119984"
"20070614100094";"120007"
"20070614100230";"119973"
"20070621100025";"044742"
"20070625100090";"032430"
"20070625100250";"095652"
"20070625100342";"095680"
"20070625100434";"095707"
"20070627100012";"054298"
"20070702100043";"100007"
"20070702100050";"067179"
"20070703102084";"110442"
"20070718100068";"049716"
"20070718100075";"557989"
"20070718100082";"483402"
"20070718100105";"119836"
"20070718100129";"037711"
"20070718100143";"481660"
"20070718100181";"104949"
"20070718100228";"100026"
"20070718100235";"100017"
"20070718100242";"100045"
"20070718100259";"100036"
"20070801100104";"097569"
"20070801100111";"097578"
"20070801100128";"097587"
"20070807100030";"097614"
"20070809100069";"104960"
"20070809100113";"104969"
"20070809100144";"083664"
"20070814100047";"136131"
"20070821100221";"073138"
"20070821100252";"073149"
"20070821100269";"073161"
"20070821100283";"073172"
"20070821100351";"125475"
"20070822100077";"140985"
"20070822100084";"140974"
"20070822100091";"140963"
"20070822100121";"115984"
"20070822100206";"116028"
"20070822100244";"116050"
"20070822100282";"116006"
"20070822100367";"116073"
"20070822100404";"102983"
"20070822100480";"115961"
"20070822100565";"115973"
"20070822100596";"116039"
"20070822100602";"116062"
"20070823100052";"092914"
"20070823100083";"092923"
"20070824100013";"087491"
"20070824100044";"087514"
"20070824100099";"087537"
"20070824100228";"087503"
"20070824100242";"087525"
"20070824100266";"087548"
"20070828100149";"089361"
"20070903100217";"061913"
"20070903100279";"061925"
"20070903100323";"061947"
"20070903100361";"061936"
"20070904100025";"028383"
"20070904100032";"028406"
"20070904100056";"028417"
"20070904100063";"028439"
"20070905100079";"133508"
"20070905100093";"133530"
"20070905100116";"133552"
"20070905100123";"133563"
"20070906100306";"051349"
"20070906100320";"051358"
"20070910100330";"159738"
"20070910100361";"159750"
"20070910100446";"159761"
"20070910100477";"159773"
"20070911100407";"030309"
"20070911100520";"020233"
"20070911100537";"106364"
"20070911100544";"106375"
"20070911100551";"106386"
"20070917100104";"031478"
"20070917100111";"031487"
"20070918100011";"096697"
"20070918100189";"138020"
"20070918100219";"138031"
"20070918100226";"137975"
"20070921100244";"116386"
"20070924100029";"025085"
"20070924100166";"128384"
"20070925100363";"060279"
"20070925101032";"060211"
"20070925101735";"060267"
"20070926100027";"011414"
"20070926100034";"011425"
"20070927100262";"596265"
"20070927100279";"559239"
"20070928100018";"045623"
"20070928100025";"045632"
"20070928100032";"128362"
"20070928100049";"128373"
"20071001100161";"123031"
"20071001100246";"123043"
"20071001100345";"123054"
"20071001100413";"123065"
"20071001100529";"123076"
"20071001100604";"123087"
"20071001100734";"108518"
"20071001100840";"108529"
"20071003100176";"066024"
"20071004100069";"170450"
"20071004100113";"159375"
"20071004100120";"159364"
"20071009100316";"474849"
"20071009100330";"110233"
"20071009100378";"093469"
"20071009100392";"093478"
"20071015100058";"084305"
"20071015100089";"093986"
"20071015100102";"031049"
"20071015100171";"084314"
"20071015100201";"093998"
"20071015100225";"031061"
"20071015100416";"084323"
"20071015100447";"094009"
"20071015100461";"031083"
"20071015100652";"084341"
"20071015100683";"094031"
"20071015100706";"031105"
"20071015101185";"146473"
"20071015101222";"514840"
"20071016100330";"099157"
"20071016100453";"134631"
"20071022100218";"070879"
"20071022100270";"070901"
"20071023100644";"026878"
"20071023100675";"079023"
"20071023100682";"079032"
"20071023100729";"079041"
"20071023100736";"079050"
"20071023100743";"079059"
"20071023100774";"079068"
"20071023100781";"079077"
"20071023100828";"079086"
"20071023100835";"079096"
"20071025100130";"030076"
"20071025100161";"030088"
"20071025100482";"101488"
"20071025100499";"101461"
"20071026100030";"076996"
"20071026100238";"033847"
"20071026100252";"033858"
"20071029100044";"445165"
