Nordic_number,Stockout_start,Stockout_end
009150,2018-06-28,2018-10-02
009214,2020-06-22,2020-06-22
009278,2020-01-23,2020-02-07
009282,2018-01-01,2021-01-06
009321,2019-10-30,2021-01-06
009326,2019-03-27,2019-04-05
009326,2019-05-21,2019-06-18
009326,2020-01-09,2020-01-09
009326,2020-01-16,2020-01-17
009340,2018-01-01,2020-02-18
009340,2020-02-21,2020-08-20
009340,2020-08-31,2020-10-30
009346,2019-12-11,2020-02-05
009409,2019-03-28,2019-04-29
009409,2019-07-01,2019-07-05
009409,2019-11-13,2019-11-28
009409,2020-03-24,2020-05-06
009409,2020-08-03,2020-09-07
009409,2020-10-06,2020-10-22
009413,2018-02-07,2018-02-07
009413,2018-05-30,2018-05-30
009413,2018-06-12,2018-06-13
009413,2018-07-25,2018-07-25
009413,2018-07-27,2018-07-27
009413,2018-08-01,2018-08-02
009413,2018-08-07,2018-08-07
009413,2018-08-14,2018-08-22
009413,2018-08-28,2018-08-29
009413,2018-09-04,2018-09-04
009413,2019-01-08,2019-01-08
009413,2019-07-11,2019-07-19
009413,2019-09-11,2019-09-12
009414,2020-10-27,2020-10-27
009414,2020-12-21,2020-12-21
009443,2020-03-11,2020-04-15
009443,2020-05-20,2020-05-25
009443,2020-06-22,2020-08-10
009443,2020-09-04,2020-10-06
009443,2020-11-24,2021-01-06
009465,2020-07-09,2020-10-09
009465,2020-10-19,2020-10-30
009465,2020-11-23,2020-11-23
009489,2018-05-24,2018-05-25
009489,2019-12-23,2020-02-04
009489,2020-02-12,2020-07-01
009489,2020-09-11,2020-10-22
009609,2020-01-06,2020-03-09
009609,2020-03-12,2020-04-14
009609,2020-04-16,2020-05-22
009609,2020-05-26,2020-07-10
009609,2020-07-14,2020-09-04
009615,2018-06-14,2018-06-27
009615,2018-10-31,2018-11-07
009615,2018-11-19,2019-01-04
009615,2020-06-18,2020-07-27
009630,2018-01-01,2018-01-11
009630,2018-01-30,2018-02-12
009630,2018-10-10,2018-10-10
009630,2019-01-29,2019-01-31
009630,2019-02-12,2019-04-15
009630,2019-07-01,2019-07-08
009630,2019-08-23,2019-08-23
009630,2019-08-28,2019-10-04
009630,2019-10-21,2019-12-27
009637,2018-11-06,2019-03-22
009637,2021-01-06,2021-01-06
009678,2020-07-15,2020-07-24
009679,2018-01-05,2018-01-10
009679,2018-09-27,2018-10-02
009679,2018-10-10,2018-10-16
009679,2018-12-31,2019-01-01
009679,2019-02-20,2019-02-20
009679,2020-06-26,2020-06-30
009805,2018-02-12,2018-02-23
009805,2019-08-12,2019-09-06
009861,2020-11-04,2020-12-02
009902,2018-01-01,2018-02-09
009905,2018-04-16,2018-04-16
009905,2019-01-18,2019-01-28
009905,2019-04-09,2019-04-09
009905,2019-05-21,2019-06-06
009905,2019-06-11,2019-06-18
009905,2019-11-14,2019-11-26
009905,2020-05-12,2020-05-12
009922,2018-02-27,2018-03-27
009935,2018-01-01,2018-01-05
009935,2018-01-31,2018-02-05
009935,2018-02-07,2018-02-07
009935,2018-02-27,2018-05-09
009935,2018-05-15,2018-08-10
009935,2018-08-27,2018-11-16
009942,2018-11-08,2018-12-05
009942,2019-01-17,2019-01-28
009942,2019-06-03,2019-08-27
009942,2019-09-04,2019-09-06
009942,2019-09-27,2019-09-30
009942,2019-10-04,2019-10-07
009942,2019-10-31,2019-12-09
009942,2020-10-29,2020-10-30
009952,2018-11-14,2019-01-10
009955,2018-02-08,2018-09-21
009960,2018-01-08,2018-04-17
009960,2018-06-14,2018-06-15
009960,2019-12-02,2019-12-02
009960,2020-03-23,2020-03-23
010002,2019-03-19,2019-03-20
010002,2019-03-22,2019-03-25
010002,2019-03-27,2019-06-14
010076,2018-05-17,2018-09-07
010076,2018-11-06,2018-12-28
010076,2020-03-19,2020-07-24
010077,2021-01-05,2021-01-05
010088,2019-01-03,2019-01-04
010088,2020-06-16,2020-08-04
010098,2018-05-09,2018-07-17
010098,2018-10-15,2018-10-15
010098,2018-10-23,2018-10-24
010098,2018-12-04,2018-12-12
010098,2019-05-01,2019-06-17
010098,2020-02-19,2020-03-05
010098,2020-03-11,2020-03-26
010098,2020-04-07,2020-04-07
010098,2020-04-15,2020-04-15
010098,2020-05-01,2020-05-06
010098,2020-06-03,2020-10-02
010102,2018-03-02,2018-03-02
010127,2018-05-08,2018-05-18
010127,2018-07-17,2018-07-27
010127,2018-09-11,2018-12-28
010187,2018-01-01,2018-02-23
010240,2018-01-01,2018-01-26
010240,2019-03-05,2019-03-05
010240,2019-03-07,2019-03-07
010240,2020-03-11,2020-03-19
010240,2020-03-23,2020-04-03
010254,2018-01-01,2018-01-01
010254,2018-01-15,2018-01-15
010254,2018-01-29,2018-01-29
010254,2018-02-12,2018-02-12
010254,2018-02-26,2018-02-26
010254,2018-03-12,2018-03-12
010254,2018-03-26,2018-03-26
010254,2018-04-09,2018-04-09
010254,2018-05-07,2018-05-07
010254,2018-05-21,2018-05-21
010254,2018-06-04,2018-06-04
010254,2018-06-18,2018-06-18
010254,2018-07-02,2018-07-02
010254,2018-07-16,2018-07-16
010254,2018-07-31,2018-08-06
010254,2018-09-24,2018-09-24
010254,2018-10-08,2018-10-08
010254,2018-10-22,2018-10-22
010254,2018-11-05,2018-11-05
010254,2018-11-19,2018-11-19
010254,2018-12-03,2018-12-03
010254,2018-12-17,2018-12-17
010254,2018-12-31,2019-01-03
010254,2019-01-28,2019-01-28
010254,2019-02-11,2019-02-11
010254,2019-02-25,2019-02-25
010254,2019-03-11,2019-03-11
010254,2019-03-25,2019-03-25
010254,2019-03-28,2019-03-29
010254,2019-04-08,2019-04-15
010254,2019-04-22,2019-04-22
010254,2019-04-25,2019-05-16
010264,2018-10-22,2018-11-16
010264,2018-12-03,2018-12-14
010264,2019-08-21,2019-08-22
010264,2019-09-06,2019-10-04
010264,2020-08-07,2020-08-17
010290,2019-07-01,2019-07-30
010290,2019-11-26,2019-12-03
010290,2019-12-13,2019-12-17
010290,2020-01-10,2020-01-17
010290,2020-07-08,2020-08-20
010290,2020-08-31,2021-01-06
010348,2018-09-13,2018-09-18
010428,2018-05-03,2018-06-15
010531,2018-01-04,2018-01-04
010531,2019-03-20,2019-03-21
010531,2019-03-27,2019-03-29
010531,2020-06-18,2020-06-18
010534,2019-10-08,2019-10-08
010542,2019-03-12,2019-03-14
010542,2019-05-20,2019-05-28
010542,2020-06-18,2020-06-18
010573,2019-03-26,2019-04-04
010573,2019-08-08,2019-09-24
010573,2019-12-06,2019-12-06
010589,2020-01-03,2020-04-14
010826,2019-01-03,2019-01-03
010837,2018-01-01,2018-02-23
010844,2018-05-02,2019-05-06
010844,2019-09-13,2019-10-31
010848,2018-01-01,2018-02-23
010851,2019-12-23,2019-12-27
010951,2019-05-27,2019-06-18
010953,2020-05-18,2020-05-18
010964,2018-05-21,2018-05-21
011008,2018-11-13,2019-01-29
011019,2018-04-11,2018-04-12
011019,2020-06-12,2020-06-15
011030,2018-07-04,2018-07-06
011030,2018-07-20,2018-08-21
011030,2018-08-29,2018-09-10
011030,2018-09-12,2018-09-24
011030,2018-09-26,2018-10-08
011053,2018-05-24,2018-06-11
011053,2018-11-05,2018-11-09
011053,2019-11-08,2019-11-08
011053,2019-11-18,2020-03-25
011053,2020-03-31,2020-07-10
011053,2020-12-03,2020-12-21
011067,2018-12-18,2019-01-10
011067,2019-01-29,2019-02-08
011067,2019-02-12,2019-02-15
011067,2019-02-27,2021-01-06
011092,2018-07-02,2018-07-04
011092,2018-07-23,2018-07-30
011092,2018-09-10,2018-09-11
011092,2018-10-31,2018-10-31
011092,2019-02-20,2019-02-25
011092,2019-05-03,2019-05-03
011092,2019-08-22,2019-08-26
011103,2018-07-25,2018-07-25
011103,2018-12-20,2019-02-05
011103,2019-08-13,2019-08-16
011103,2020-10-26,2020-10-26
011125,2018-08-16,2018-08-16
011125,2018-09-14,2018-10-18
011125,2020-09-04,2020-09-07
011202,2019-05-16,2019-06-18
011202,2020-10-28,2020-10-30
011207,2018-12-14,2018-12-14
011207,2019-01-11,2019-01-11
011207,2019-01-17,2019-01-30
011207,2019-06-07,2019-06-13
011207,2019-09-13,2019-09-13
011207,2020-12-14,2020-12-14
011207,2020-12-16,2021-01-06
011209,2018-03-06,2018-03-09
011215,2018-03-06,2018-03-23
011251,2020-12-04,2020-12-04
011263,2018-02-19,2018-04-17
011263,2018-10-03,2018-11-08
011271,2020-10-26,2020-10-28
011271,2020-11-02,2020-11-02
011271,2020-11-06,2020-11-11
011271,2020-11-16,2020-11-16
011271,2020-11-18,2020-11-18
011271,2020-11-27,2020-12-07
011271,2020-12-11,2020-12-14
011271,2020-12-18,2021-01-06
011314,2018-07-10,2018-07-10
011314,2020-01-10,2020-01-13
011314,2020-01-17,2020-01-17
011314,2020-03-23,2020-03-23
011326,2018-09-28,2018-10-03
011326,2019-01-07,2019-01-07
011326,2019-07-01,2019-07-15
011326,2019-07-17,2019-08-09
011326,2019-08-14,2019-09-13
011326,2019-09-23,2019-09-23
011326,2019-09-25,2019-10-07
011326,2020-05-15,2020-05-15
011326,2020-10-09,2020-11-11
011326,2020-11-16,2020-11-16
011326,2020-11-27,2020-11-30
011326,2020-12-11,2020-12-14
011326,2020-12-18,2021-01-06
011353,2020-01-13,2020-01-13
011526,2018-02-01,2018-02-12
011526,2018-02-14,2018-02-22
011609,2018-06-25,2018-09-20
011609,2018-09-28,2018-10-10
011609,2018-10-25,2018-11-20
011609,2018-12-19,2018-12-19
011690,2019-12-27,2019-12-27
011796,2019-04-09,2019-05-06
011897,2018-01-01,2018-05-18
011960,2018-01-01,2018-01-26
011960,2018-03-12,2018-03-15
011960,2020-04-27,2020-05-01
011985,2018-01-10,2018-01-10
011985,2018-03-12,2018-03-12
011985,2018-03-23,2018-04-12
011997,2018-09-24,2018-09-24
011997,2018-10-08,2018-10-08
011997,2018-10-22,2018-10-22
011997,2018-11-05,2018-11-05
011997,2018-11-19,2018-11-19
011997,2018-12-03,2018-12-03
011997,2018-12-17,2018-12-17
012030,2018-01-26,2018-02-13
012030,2018-08-03,2018-08-03
012030,2018-09-27,2018-09-28
012030,2018-12-03,2018-12-03
012030,2018-12-12,2019-01-09
012031,2018-01-04,2018-01-08
012031,2018-06-27,2018-06-27
012105,2018-02-05,2018-02-23
012109,2018-10-11,2018-11-23
012109,2019-06-04,2019-06-18
012109,2019-10-03,2019-10-18
012109,2019-10-23,2019-11-04
012123,2018-04-05,2018-04-11
012125,2019-11-25,2019-11-29
012131,2018-08-03,2018-08-03
012131,2020-10-27,2020-10-28
012172,2018-02-05,2018-02-23
012209,2018-03-14,2018-03-23
012243,2018-05-25,2018-06-01
012243,2018-06-18,2018-06-18
012243,2018-06-22,2018-06-25
012243,2018-07-02,2018-07-02
012273,2019-11-04,2019-11-04
012273,2019-11-18,2019-11-18
012273,2021-01-05,2021-01-05
012278,2018-01-01,2018-01-15
012278,2018-01-31,2018-10-19
012280,2018-08-10,2018-08-10
012280,2018-10-30,2018-10-30
012280,2018-11-22,2018-11-22
012280,2019-04-02,2019-04-02
012280,2020-04-07,2020-04-07
012280,2020-07-13,2020-07-28
012280,2020-09-17,2020-09-25
012280,2020-10-01,2020-10-01
012280,2020-10-09,2020-10-12
012280,2020-10-15,2020-10-15
012280,2020-10-20,2020-10-20
012280,2020-10-26,2020-10-27
012280,2020-10-29,2020-10-30
012292,2018-01-01,2018-02-23
012384,2018-03-27,2018-04-06
012410,2018-01-05,2018-04-30
012410,2018-05-04,2018-05-14
012410,2018-05-23,2018-06-15
012410,2018-08-10,2018-09-12
012410,2018-09-25,2018-10-25
012410,2018-10-30,2018-10-30
012410,2018-12-12,2018-12-17
012410,2018-12-31,2019-02-22
012410,2019-02-27,2019-02-27
012410,2019-03-07,2019-03-07
012410,2019-03-12,2019-03-13
012410,2019-03-15,2019-03-18
012410,2019-03-20,2019-03-20
012410,2019-03-22,2019-04-05
012410,2020-05-19,2020-05-19
012410,2020-05-26,2020-05-26
012410,2020-05-28,2020-05-28
012410,2020-06-01,2020-08-17
012410,2020-10-19,2020-10-21
012410,2020-12-17,2021-01-06
012432,2018-11-06,2018-12-12
012432,2019-09-16,2019-09-20
012460,2018-03-06,2018-03-28
012460,2018-11-01,2018-11-01
012460,2018-11-07,2018-11-08
012460,2019-09-16,2019-09-20
012482,2018-01-01,2018-04-17
012487,2018-01-01,2018-04-17
012493,2018-01-01,2018-04-17
012498,2018-01-01,2018-04-17
012509,2019-11-25,2019-11-29
012520,2018-10-22,2018-10-22
012520,2019-11-18,2019-11-29
012527,2018-01-01,2018-04-17
012528,2018-01-01,2018-04-17
012560,2018-01-01,2018-04-17
012577,2018-01-01,2018-02-23
012609,2018-07-26,2018-07-27
012609,2019-11-04,2019-11-06
012609,2019-12-30,2020-01-13
012609,2020-01-21,2020-01-24
012609,2020-04-06,2020-04-15
012634,2020-01-20,2020-01-24
012641,2018-01-01,2018-06-06
012655,2020-01-20,2020-01-24
012656,2020-01-20,2020-01-24
012667,2018-07-11,2018-07-11
012667,2018-07-24,2018-09-21
012667,2018-09-25,2018-09-26
012667,2018-10-02,2018-10-02
012667,2018-11-06,2019-01-25
012667,2019-01-29,2019-02-20
012667,2019-03-01,2019-03-22
012667,2019-03-26,2019-04-05
012667,2019-04-22,2019-04-25
012667,2019-04-30,2019-04-30
012667,2019-05-14,2019-08-01
012667,2019-09-19,2019-09-27
012667,2019-12-18,2019-12-18
012667,2019-12-20,2020-02-07
012667,2020-12-23,2021-01-01
012668,2019-05-06,2019-05-22
012668,2019-10-07,2019-10-07
012668,2020-08-04,2020-09-23
012679,2018-05-31,2018-06-29
012679,2018-07-16,2018-07-19
012679,2020-08-07,2020-08-17
012679,2020-08-31,2020-09-03
012696,2020-01-20,2020-01-24
012712,2018-07-17,2018-08-15
012712,2019-09-25,2019-09-25
012716,2018-01-01,2018-02-23
012718,2018-01-23,2018-01-24
012723,2020-01-08,2020-01-24
012723,2020-12-01,2020-12-01
012723,2020-12-04,2020-12-04
012734,2020-07-09,2020-09-23
012756,2018-05-07,2018-05-11
012756,2020-11-03,2020-11-06
012756,2020-11-20,2021-01-01
012767,2019-10-07,2019-10-07
012767,2020-07-29,2021-01-06
012799,2018-01-01,2018-10-19
012810,2020-01-20,2020-01-24
012821,2020-01-20,2020-01-24
012831,2018-06-18,2018-06-18
012831,2018-07-02,2018-07-02
012831,2018-07-05,2018-07-09
012831,2018-07-13,2018-07-16
012831,2018-07-18,2018-09-07
012933,2019-04-24,2019-04-25
012933,2019-10-31,2019-11-19
012933,2020-03-17,2020-03-18
012933,2020-04-02,2020-04-03
012933,2020-04-14,2020-04-15
012933,2020-10-27,2020-10-27
012933,2020-12-01,2020-12-01
012933,2020-12-28,2021-01-05
012945,2019-06-11,2019-07-25
012945,2019-08-27,2019-09-06
012945,2019-09-23,2019-10-04
012948,2019-07-23,2020-04-14
012948,2020-04-16,2020-05-22
012948,2020-05-26,2020-09-04
012953,2018-01-01,2018-08-09
012953,2019-05-02,2019-05-29
012953,2019-06-04,2019-06-18
012953,2019-08-08,2019-08-08
012953,2019-08-14,2019-08-23
012953,2019-12-11,2019-12-18
012953,2019-12-23,2020-01-13
012963,2019-03-05,2019-11-22
012986,2018-02-19,2018-03-01
012986,2018-08-07,2018-11-28
012986,2019-08-01,2019-10-24
012986,2020-01-15,2020-03-24
012986,2020-06-23,2020-06-29
012989,2019-07-19,2020-07-23
013018,2018-10-05,2018-10-05
013018,2019-10-16,2019-10-16
013035,2018-01-01,2018-03-23
013068,2020-05-19,2020-06-23
013079,2019-09-10,2019-09-10
013079,2020-08-26,2020-10-06
013102,2019-10-31,2019-12-09
013102,2020-01-06,2020-01-27
013102,2020-01-29,2020-02-07
013102,2020-03-13,2020-04-14
013103,2018-01-05,2018-01-09
013103,2018-04-24,2018-05-01
013103,2018-07-02,2018-07-03
013103,2018-07-05,2018-08-17
013103,2018-08-28,2018-09-13
013103,2018-10-10,2018-10-11
013103,2018-10-23,2018-11-30
013103,2018-12-04,2019-01-31
013113,2018-06-06,2018-09-03
013113,2019-08-29,2019-09-20
013124,2018-01-16,2018-01-16
013124,2018-02-07,2018-06-15
013135,2018-05-21,2018-06-06
013135,2018-10-10,2018-11-02
013172,2020-11-23,2020-11-23
013233,2019-04-10,2019-04-10
013233,2019-04-15,2019-04-15
013285,2019-04-15,2019-05-03
013358,2018-08-20,2018-10-05
013358,2019-02-11,2019-04-05
013377,2018-10-15,2018-10-22
013377,2018-10-24,2018-12-03
013377,2018-12-05,2019-01-10
013377,2019-03-19,2019-03-19
013377,2019-03-21,2019-03-22
013463,2018-07-04,2018-10-05
013608,2019-03-11,2019-03-22
013608,2019-04-08,2019-04-17
013608,2019-05-06,2019-05-06
013608,2019-10-18,2019-10-18
013608,2020-03-16,2020-04-01
013608,2020-07-13,2020-07-13
013628,2019-02-18,2019-02-20
013628,2020-04-20,2020-04-20
013628,2020-04-22,2020-04-27
013628,2020-04-30,2020-04-30
013628,2020-05-04,2020-05-05
013628,2020-05-14,2020-05-18
013628,2020-08-07,2020-08-07
013683,2018-09-12,2018-09-12
013707,2018-01-29,2018-02-07
013707,2018-06-08,2018-06-22
013707,2018-06-26,2018-07-27
013707,2018-08-21,2018-10-17
013707,2018-10-19,2018-11-22
013720,2019-04-09,2019-04-26
013720,2019-07-01,2019-07-04
013804,2018-02-27,2018-02-28
013845,2018-01-01,2018-02-08
013845,2018-02-27,2018-05-09
013845,2018-05-15,2018-12-14
013853,2018-01-01,2018-09-21
013856,2018-01-01,2018-01-05
013856,2018-01-10,2018-01-26
013856,2018-08-27,2018-09-10
013856,2018-09-12,2018-09-21
013864,2018-01-01,2018-03-23
013901,2018-01-08,2018-01-24
013901,2018-05-04,2018-08-17
013901,2019-12-04,2019-12-09
013907,2018-01-01,2018-01-09
013907,2019-06-18,2019-06-18
013907,2019-09-03,2019-09-05
013950,2018-08-06,2018-08-17
013950,2018-08-24,2018-09-03
013950,2020-02-04,2020-03-12
013957,2018-11-01,2018-11-01
013957,2020-03-13,2020-03-13
013957,2020-03-17,2020-03-19
013958,2019-11-05,2019-11-07
013978,2019-06-04,2019-06-18
013982,2018-08-10,2018-08-28
013982,2018-09-11,2018-10-02
013982,2019-07-25,2019-09-20
013982,2019-10-02,2019-10-21
013982,2019-10-30,2019-11-01
013982,2019-12-02,2019-12-09
013982,2020-09-01,2020-09-04
013982,2020-09-08,2020-09-08
013982,2020-12-02,2020-12-04
013982,2020-12-30,2021-01-05
014010,2018-01-03,2018-01-23
014010,2019-05-06,2019-05-21
014019,2018-01-01,2020-02-18
014019,2020-02-21,2020-08-20
014019,2020-08-31,2021-01-06
014048,2018-01-23,2018-02-23
014050,2018-06-25,2018-08-09
014050,2019-01-03,2019-08-28
014050,2019-11-22,2019-12-05
014094,2020-07-10,2020-07-10
014094,2020-09-21,2020-09-21
014094,2020-09-23,2020-09-23
014094,2020-10-14,2020-10-14
014094,2020-10-20,2020-10-20
014094,2020-10-26,2020-10-27
014098,2018-01-05,2018-09-21
014109,2018-01-01,2018-01-03
014109,2018-01-05,2018-01-26
014109,2018-02-12,2018-02-12
014109,2018-02-14,2018-03-23
014127,2018-09-20,2018-09-20
014127,2018-10-18,2018-11-14
014127,2018-11-28,2018-12-07
014127,2018-12-21,2019-01-29
014127,2019-05-20,2019-07-05
014127,2020-09-16,2020-09-21
014127,2020-09-23,2020-09-23
014127,2020-10-15,2020-10-15
014127,2020-10-19,2020-11-09
014127,2020-11-16,2020-12-10
014174,2018-09-07,2018-09-25
014174,2018-10-30,2018-10-30
014174,2018-11-23,2019-01-08
014174,2019-05-09,2019-05-13
014174,2019-05-16,2019-08-30
014174,2020-07-23,2020-09-09
014174,2020-09-21,2020-09-21
014174,2020-09-28,2020-09-28
014174,2020-10-08,2020-10-30
014174,2020-12-04,2020-12-04
014185,2018-10-03,2018-10-05
014185,2019-08-02,2019-08-07
014185,2020-01-08,2020-01-10
014185,2020-01-14,2020-01-14
014435,2018-01-01,2020-02-18
014435,2020-02-21,2020-08-20
014435,2020-08-31,2021-01-06
014561,2019-06-13,2019-07-12
014561,2020-02-07,2020-03-26
014561,2020-03-30,2020-03-31
014561,2020-04-06,2020-04-06
014561,2020-04-08,2020-04-15
014595,2019-07-23,2019-11-08
014595,2019-12-06,2020-02-07
014611,2020-08-27,2020-09-08
014611,2020-12-04,2020-12-04
014679,2018-01-31,2018-03-21
014679,2018-03-27,2018-03-28
014679,2018-04-06,2018-04-09
014679,2018-07-04,2018-07-30
014679,2020-02-19,2020-05-25
014692,2019-02-28,2019-03-04
014692,2019-03-13,2019-03-13
014692,2019-03-19,2019-04-09
014692,2019-04-24,2019-06-18
014692,2019-07-02,2019-08-22
014692,2019-08-29,2019-09-13
014692,2019-10-08,2019-10-15
014692,2019-10-18,2019-10-18
014692,2019-10-22,2019-11-07
014692,2020-01-17,2020-01-21
014692,2020-05-26,2020-07-10
014809,2018-02-01,2018-04-17
014809,2018-07-16,2018-07-18
014852,2018-02-28,2018-03-01
014852,2018-06-25,2018-06-25
014852,2018-06-27,2018-07-02
014852,2018-07-06,2018-07-06
014852,2019-05-29,2019-06-04
014852,2019-06-13,2019-06-18
014852,2019-12-16,2020-03-12
014859,2020-06-26,2020-06-29
014867,2020-01-01,2020-01-03
014867,2020-04-29,2020-06-11
014867,2020-06-24,2020-08-17
014867,2020-08-25,2020-08-28
014867,2020-12-22,2021-01-05
014880,2018-01-01,2018-02-07
014880,2018-03-05,2018-03-19
014889,2018-07-13,2018-07-13
014891,2019-12-16,2020-01-10
014892,2020-05-04,2020-08-17
014914,2018-03-06,2018-03-06
014914,2018-04-05,2018-04-05
014914,2018-04-13,2018-04-13
014914,2019-02-12,2019-02-14
014914,2019-07-01,2019-07-08
014914,2019-09-05,2019-09-05
014914,2020-01-03,2020-01-07
014914,2020-03-17,2020-03-25
014914,2020-04-08,2020-04-08
014930,2018-01-16,2018-02-05
014930,2018-02-13,2018-02-13
014930,2018-05-08,2018-05-08
014930,2018-06-18,2018-07-03
014930,2019-10-18,2019-10-21
014930,2020-01-09,2020-01-10
014930,2020-02-04,2020-02-04
014930,2020-02-06,2020-02-07
014930,2020-03-16,2020-06-19
014930,2020-06-24,2020-07-03
014930,2020-07-08,2020-07-22
014930,2020-08-25,2020-09-08
014930,2020-09-14,2020-10-01
014930,2020-10-28,2021-01-06
014941,2019-12-03,2019-12-03
014941,2020-01-06,2020-01-06
014941,2020-01-08,2020-01-08
014941,2020-01-22,2020-01-23
014941,2020-01-28,2020-02-21
014941,2020-02-25,2020-03-02
014941,2020-03-05,2020-03-23
014941,2020-04-30,2020-06-18
014941,2020-07-10,2020-07-10
014941,2020-09-10,2020-09-14
014941,2020-09-16,2020-10-02
014941,2020-11-06,2020-11-09
014941,2020-11-19,2020-12-11
014941,2020-12-16,2020-12-21
014941,2020-12-29,2021-01-06
014956,2018-08-17,2018-08-20
014956,2018-09-12,2018-09-12
014956,2019-01-03,2019-01-03
014956,2020-09-15,2020-09-22
014986,2018-03-23,2018-04-05
014986,2018-04-09,2018-05-11
014986,2018-08-27,2018-08-27
014986,2018-08-30,2018-08-30
014986,2018-09-03,2018-09-10
014986,2018-11-22,2018-11-22
014986,2019-01-28,2019-01-29
014986,2019-02-07,2019-02-08
014986,2019-07-03,2019-08-02
014986,2019-09-23,2019-09-23
014986,2019-09-27,2019-09-27
014986,2019-12-30,2020-01-27
014986,2020-12-11,2021-01-06
015037,2020-03-23,2020-03-25
015037,2020-10-07,2020-10-07
015059,2018-01-01,2020-06-26
015072,2018-04-03,2019-03-22
015176,2018-03-12,2018-03-19
015176,2018-03-22,2018-04-12
015176,2018-07-17,2018-07-26
015176,2019-04-24,2019-04-25
015176,2019-05-01,2019-05-01
015176,2019-07-25,2019-07-25
015176,2019-07-30,2019-07-30
015176,2019-08-09,2019-08-09
015176,2019-08-13,2019-08-14
015176,2019-08-19,2019-08-19
015176,2019-12-03,2019-12-03
015176,2020-04-01,2020-04-03
015285,2019-07-17,2019-07-17
015285,2019-09-17,2019-12-09
015285,2020-07-10,2020-07-13
015285,2020-10-05,2020-10-05
015301,2019-08-01,2019-08-05
015306,2018-12-07,2018-12-07
015306,2019-01-15,2019-02-08
015306,2020-06-18,2020-06-18
015306,2020-06-22,2020-07-06
015306,2020-07-08,2020-07-10
015306,2020-07-15,2020-07-16
015306,2020-08-26,2020-09-01
015306,2020-09-04,2020-09-07
015306,2020-09-18,2020-09-21
015306,2020-09-29,2020-09-30
015306,2020-10-09,2020-10-09
015419,2019-06-07,2019-07-08
015419,2019-08-15,2019-08-21
015419,2020-04-03,2020-07-24
015419,2020-09-16,2020-10-22
015420,2019-05-28,2019-06-17
015420,2019-10-23,2019-11-22
015460,2018-01-01,2020-01-14
015461,2019-05-15,2019-06-03
